Участники гражданского оборота,Тип операции,Сумма операции,Вид расчета,Место оплаты,Терминал оплаты,Дата оплаты,Время оплаты,Результат операции,Cash-back,Сумма cash-back
юр. лицо,получение средств,2109.43,наличный,Брест,Белинвестбанк-OVBD-245,30-08-2008,05:55:08,успешно,нет,0.0
юр. лицо,получение средств,1353.16,безналичный,Гродно,МаксБанк-MBKB-292,02-07-2012,17:51:33,успешно,нет,0.0
юр. лицо,получение средств,960.29,безналичный,Брест,Белинвестбанк-ZWAA-535,16-08-2002,08:59:52,успешно,нет,0.0
юр. лицо,списание средств,767.25,безналичный,Могилев,Белинвестбанк-FGAZ-010,09-11-2017,12:19:26,неправильный ввод пин-кода,да,67.93
физ. лицо,получение средств,3346.75,наличный,Гродно,Беларусбанк-EASW-536,15-04-2003,22:44:04,успешно,нет,0.0
юр. лицо,списание средств,3562.53,безналичный,Гомель,МаксБанк-RCGB-106,10-04-2008,21:30:48,недостаточно средств,да,272.39
юр. лицо,списание средств,4195.94,наличный,Гомель,Беларусбанк-IVTI-824,12-03-2007,19:33:52,успешно,да,204.92
юр. лицо,получение средств,1153.01,безналичный,Брест,Белинвестбанк-UKYZ-357,08-08-2006,06:05:47,успешно,нет,0.0
юр. лицо,списание средств,4176.92,безналичный,Минск,Белинвестбанк-QJHP-219,15-02-2013,03:21:08,неправильный ввод пин-кода,да,324.39
физ. лицо,получение средств,1232.82,безналичный,Минск,Белинвестбанк-HSBY-259,19-06-2000,10:28:52,успешно,нет,0.0
физ. лицо,списание средств,3763.96,безналичный,Минск,МаксБанк-KCJW-570,08-04-2005,00:39:09,неправильный ввод пин-кода,нет,0.0
юр. лицо,получение средств,4741.95,безналичный,Гомель,Беларусбанк-HJTT-233,14-02-2004,14:38:41,успешно,нет,0.0
физ. лицо,получение средств,58.34,безналичный,Минск,Белинвестбанк-RHOH-442,01-07-2002,05:34:42,успешно,нет,0.0
физ. лицо,получение средств,3870.83,безналичный,Минск,БелАгропромбанк-ETQZ-266,03-03-2003,16:26:57,успешно,нет,0.0
физ. лицо,списание средств,3243.53,наличный,Гомель,БелАгропромбанк-GGST-444,16-01-2006,17:49:18,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,527.15,наличный,Брест,Белинвестбанк-MMSH-748,08-10-2019,12:20:09,недостаточно средств,нет,0.0
юр. лицо,списание средств,4795.82,наличный,Гродно,Беларусбанк-FFTL-791,04-10-2002,17:02:03,неправильный ввод пин-кода,нет,0.0
юр. лицо,списание средств,2363.38,безналичный,Минск,БелАгропромбанк-HBYD-734,13-07-2004,03:20:22,успешно,да,170.24
физ. лицо,списание средств,2412.45,безналичный,Брест,БелАгропромбанк-IKTA-157,10-05-2005,14:29:29,недостаточно средств,да,210.47
юр. лицо,списание средств,1486.72,безналичный,Гродно,Приорбанк-LYYW-459,12-11-2011,12:59:28,неправильный ввод пин-кода,да,79.23
юр. лицо,списание средств,4408.32,безналичный,Гродно,Белинвестбанк-NABH-879,19-05-2012,15:04:09,недостаточно средств,да,431.98
физ. лицо,получение средств,4316.36,наличный,Витебск,Беларусбанк-DSTC-734,15-08-2004,02:26:07,успешно,нет,0.0
юр. лицо,списание средств,2911.94,наличный,Гомель,Беларусбанк-IELQ-677,25-02-2010,03:00:50,неправильный ввод пин-кода,да,236.22
физ. лицо,списание средств,3294.45,безналичный,Витебск,Белинвестбанк-MBOB-654,09-03-2013,08:51:17,недостаточно средств,да,229.33
юр. лицо,получение средств,3536.07,наличный,Витебск,Приорбанк-WEPO-348,22-12-2011,15:47:06,успешно,нет,0.0
юр. лицо,списание средств,4233.09,наличный,Брест,Приорбанк-PBCV-699,24-05-2013,14:28:39,недостаточно средств,нет,0.0
юр. лицо,списание средств,4046.67,безналичный,Витебск,Белинвестбанк-MQTQ-748,25-12-2002,10:29:49,неправильный ввод пин-кода,да,348.48
физ. лицо,списание средств,1227.95,безналичный,Витебск,Белинвестбанк-PNXE-264,06-04-2001,22:12:26,неправильный ввод пин-кода,нет,0.0
юр. лицо,списание средств,3920.36,наличный,Минск,Приорбанк-XGGR-867,21-11-2024,13:40:28,недостаточно средств,нет,0.0
физ. лицо,списание средств,1994.76,наличный,Витебск,Приорбанк-KZGU-586,04-10-2017,07:34:13,успешно,нет,0.0
юр. лицо,списание средств,1255.92,безналичный,Минск,Приорбанк-REZR-231,07-09-2007,01:24:22,недостаточно средств,нет,0.0
физ. лицо,списание средств,1154.68,безналичный,Витебск,Белинвестбанк-KZTI-205,09-08-2002,04:16:26,успешно,да,95.8
физ. лицо,списание средств,4178.28,безналичный,Витебск,МаксБанк-MHVZ-404,19-02-2013,02:45:06,недостаточно средств,нет,0.0
юр. лицо,получение средств,3743.09,безналичный,Могилев,Белинвестбанк-ATNR-822,30-03-2004,06:23:10,успешно,нет,0.0
юр. лицо,получение средств,2587.9,наличный,Брест,Белинвестбанк-ZMTV-393,20-01-2009,00:05:29,успешно,нет,0.0
физ. лицо,списание средств,413.18,наличный,Гомель,Приорбанк-FIZQ-682,03-12-2004,14:58:53,неправильный ввод пин-кода,нет,0.0
юр. лицо,получение средств,2691.03,наличный,Витебск,Беларусбанк-VYHP-791,31-05-2002,19:27:33,успешно,нет,0.0
физ. лицо,списание средств,517.82,наличный,Минск,Приорбанк-KRAZ-456,14-08-2020,06:19:15,неправильный ввод пин-кода,нет,0.0
юр. лицо,получение средств,4266.47,наличный,Могилев,Приорбанк-LQRW-585,22-03-2024,21:31:14,успешно,нет,0.0
физ. лицо,получение средств,3252.62,безналичный,Брест,Приорбанк-KIZR-108,31-10-2016,00:14:23,успешно,нет,0.0
юр. лицо,списание средств,2758.03,безналичный,Гродно,Беларусбанк-GBBN-457,10-05-2001,18:01:26,успешно,да,242.03
юр. лицо,списание средств,3885.47,безналичный,Минск,БелАгропромбанк-FNRI-091,18-12-2020,18:26:08,успешно,да,354.58
физ. лицо,списание средств,2363.57,наличный,Могилев,Беларусбанк-RMKT-298,12-12-2008,05:38:31,недостаточно средств,да,163.11
